Agency,Country,Percent Change YOY Country,City (copy),City,Date,Percent Change YOY
exo Sorel-Varennes,Canada,-69,Montréal,Montréal,5/25/2020,-72
exo Sorel-Varennes,Canada,-73,Montréal,Montréal,5/26/2020,-71
exo Sorel-Varennes,Canada,-72,Montréal,Montréal,5/27/2020,-73
exo Sorel-Varennes,Canada,-74,Montréal,Montréal,5/28/2020,-74
exo Sorel-Varennes,Canada,-74,Montréal,Montréal,5/29/2020,-72
exo Sorel-Varennes,Canada,-69,Montréal,Montréal,5/30/2020,-72
exo Sorel-Varennes,Canada,-67,Montréal,Montréal,5/31/2020,-66
exo Sorel-Varennes,Canada,-70,Montréal,Montréal,6/1/2020,-65
exo Sorel-Varennes,Canada,-72,Montréal,Montréal,6/2/2020,-67
exo Sorel-Varennes,Canada,-73,Montréal,Montréal,6/3/2020,-69
exo Sorel-Varennes,Canada,-71,Montréal,Montréal,6/4/2020,-68
exo Sorel-Varennes,Canada,-71,Montréal,Montréal,6/5/2020,-64
exo Sorel-Varennes,Canada,-67,Montréal,Montréal,6/6/2020,-68
exo Sorel-Varennes,Canada,-63,Montréal,Montréal,6/7/2020,-52
exo Sorel-Varennes,Canada,-69,Montréal,Montréal,6/8/2020,-63
exo Sorel-Varennes,Canada,-70,Montréal,Montréal,6/9/2020,-64
exo Sorel-Varennes,Canada,-71,Montréal,Montréal,6/10/2020,-65
exo Sorel-Varennes,Canada,-71,Montréal,Montréal,6/11/2020,-68
exo Sorel-Varennes,Canada,-70,Montréal,Montréal,6/12/2020,-65
exo Sorel-Varennes,Canada,-65,Montréal,Montréal,6/13/2020,-64
exo Sorel-Varennes,Canada,-63,Montréal,Montréal,6/14/2020,-57
exo Sorel-Varennes,Canada,-66,Montréal,Montréal,6/15/2020,-59
exo Sorel-Varennes,Canada,-67,Montréal,Montréal,6/16/2020,-58
exo Sorel-Varennes,Canada,-67,Montréal,Montréal,6/17/2020,-56
exo Sorel-Varennes,Canada,-66,Montréal,Montréal,6/18/2020,-56
exo Sorel-Varennes,Canada,-64,Montréal,Montréal,6/19/2020,-59
exo Sorel-Varennes,Canada,-58,Montréal,Montréal,6/20/2020,-52
exo Sorel-Varennes,Canada,-59,Montréal,Montréal,6/21/2020,-48
exo Sorel-Varennes,Canada,-58,Montréal,Montréal,6/22/2020,-39
exo Sorel-Varennes,Canada,-65,Montréal,Montréal,6/23/2020,-39
exo Sorel-Varennes,Canada,-67,Montréal,Montréal,6/24/2020,-52
exo Sorel-Varennes,Canada,-63,Montréal,Montréal,6/25/2020,-49
exo Sorel-Varennes,Canada,-61,Montréal,Montréal,6/26/2020,-39
exo Sorel-Varennes,Canada,-57,Montréal,Montréal,6/27/2020,-45
exo Sorel-Varennes,Canada,-56,Montréal,Montréal,6/28/2020,-51
exo Sorel-Varennes,Canada,-55,Montréal,Montréal,6/29/2020,-38
exo Sorel-Varennes,Canada,-60,Montréal,Montréal,6/30/2020,-37
exo Sorel-Varennes,Canada,-67,Montréal,Montréal,7/1/2020,-45
exo Sorel-Varennes,Canada,-62,Montréal,Montréal,7/2/2020,-39
exo Sorel-Varennes,Canada,-60,Montréal,Montréal,7/3/2020,-36
exo Sorel-Varennes,Canada,-55,Montréal,Montréal,7/4/2020,-35
exo Sorel-Varennes,Canada,-55,Montréal,Montréal,7/5/2020,-38
exo Sorel-Varennes,Canada,-55,Montréal,Montréal,7/6/2020,-33
exo Sorel-Varennes,Canada,-60,Montréal,Montréal,7/7/2020,-39
exo Sorel-Varennes,Canada,-61,Montréal,Montréal,7/8/2020,-40
exo Sorel-Varennes,Canada,-60,Montréal,Montréal,7/9/2020,-39
exo Sorel-Varennes,Canada,-59,Montréal,Montréal,7/10/2020,-38
exo Sorel-Varennes,Canada,-58,Montréal,Montréal,7/11/2020,-50
exo Sorel-Varennes,Canada,-53,Montréal,Montréal,7/12/2020,-44
exo Sorel-Varennes,Canada,-59,Montréal,Montréal,7/13/2020,-36
exo Sorel-Varennes,Canada,-60,Montréal,Montréal,7/14/2020,-37
exo Sorel-Varennes,Canada,-59,Montréal,Montréal,7/15/2020,-36
exo Sorel-Varennes,Canada,-62,Montréal,Montréal,7/16/2020,-43
exo Sorel-Varennes,Canada,-59,Montréal,Montréal,7/17/2020,-39
exo Sorel-Varennes,Canada,-52,Montréal,Montréal,7/18/2020,-32
exo Sorel-Varennes,Canada,-55,Montréal,Montréal,7/19/2020,-46
exo Sorel-Varennes,Canada,-57,Montréal,Montréal,7/20/2020,-39
exo Sorel-Varennes,Canada,-59,Montréal,Montréal,7/21/2020,-29
exo Sorel-Varennes,Canada,-60,Montréal,Montréal,7/22/2020,-38
exo Sorel-Varennes,Canada,-61,Montréal,Montréal,7/23/2020,-43
exo Sorel-Varennes,Canada,-58,Montréal,Montréal,7/24/2020,-36
exo Sorel-Varennes,Canada,-53,Montréal,Montréal,7/25/2020,-39
exo Sorel-Varennes,Canada,-54,Montréal,Montréal,7/26/2020,-48
exo Sorel-Varennes,Canada,-56,Montréal,Montréal,7/27/2020,-48
exo Sorel-Varennes,Canada,-58,Montréal,Montréal,7/28/2020,-35
exo Sorel-Varennes,Canada,-59,Montréal,Montréal,7/29/2020,-34
exo Sorel-Varennes,Canada,-58,Montréal,Montréal,7/30/2020,-36
exo Sorel-Varennes,Canada,-57,Montréal,Montréal,7/31/2020,-34
exo Sorel-Varennes,Canada,-52,Montréal,Montréal,8/1/2020,-35
exo Sorel-Varennes,Canada,-56,Montréal,Montréal,8/2/2020,-55
exo Sorel-Varennes,Canada,-60,Montréal,Montréal,8/3/2020,-44
exo Sorel-Varennes,Canada,-60,Montréal,Montréal,8/4/2020,-52
exo Sorel-Varennes,Canada,-60,Montréal,Montréal,8/5/2020,-50
exo Sorel-Varennes,Canada,-60,Montréal,Montréal,8/6/2020,-39
exo Sud-Ouest,Canada,1,Montréal,Montréal,2/17/2020,4
exo Sud-Ouest,Canada,6,Montréal,Montréal,2/18/2020,1
exo Sud-Ouest,Canada,-21,Montréal,Montréal,2/19/2020,3
exo Sud-Ouest,Canada,3,Montréal,Montréal,2/20/2020,18
exo Sud-Ouest,Canada,1,Montréal,Montréal,2/21/2020,-5
exo Sud-Ouest,Canada,-8,Montréal,Montréal,2/22/2020,-3
exo Sud-Ouest,Canada,-5,Montréal,Montréal,2/23/2020,1
exo Sud-Ouest,Canada,3,Montréal,Montréal,2/24/2020,-4
exo Sud-Ouest,Canada,4,Montréal,Montréal,2/25/2020,3
exo Sud-Ouest,Canada,12,Montréal,Montréal,2/26/2020,10
exo Sud-Ouest,Canada,1,Montréal,Montréal,2/27/2020,6
exo Sud-Ouest,Canada,-5,Montréal,Montréal,2/28/2020,5
exo Sud-Ouest,Canada,-1,Montréal,Montréal,2/29/2020,4
exo Sud-Ouest,Canada,1,Montréal,Montréal,3/1/2020,14
exo Sud-Ouest,Canada,5,Montréal,Montréal,3/2/2020,-4
exo Sud-Ouest,Canada,-1,Montréal,Montréal,3/3/2020,-1
exo Sud-Ouest,Canada,-1,Montréal,Montréal,3/4/2020,-4
exo Sud-Ouest,Canada,-3,Montréal,Montréal,3/5/2020,-7
exo Sud-Ouest,Canada,-4,Montréal,Montréal,3/6/2020,-13
exo Sud-Ouest,Canada,-2,Montréal,Montréal,3/7/2020,4
exo Sud-Ouest,Canada,-3,Montréal,Montréal,3/8/2020,2
exo Sud-Ouest,Canada,-2,Montréal,Montréal,3/9/2020,1
exo Sud-Ouest,Canada,-5,Montréal,Montréal,3/10/2020,-1
exo Sud-Ouest,Canada,-6,Montréal,Montréal,3/11/2020,-5
exo Sud-Ouest,Canada,-10,Montréal,Montréal,3/12/2020,-7
exo Sud-Ouest,Canada,-24,Montréal,Montréal,3/13/2020,-33
exo Sud-Ouest,Canada,-31,Montréal,Montréal,3/14/2020,-39
exo Sud-Ouest,Canada,-31,Montréal,Montréal,3/15/2020,-37
exo Sud-Ouest,Canada,-50,Montréal,Montréal,3/16/2020,-53
exo Sud-Ouest,Canada,-60,Montréal,Montréal,3/17/2020,-65
exo Sud-Ouest,Canada,-66,Montréal,Montréal,3/18/2020,-70
exo Sud-Ouest,Canada,-69,Montréal,Montréal,3/19/2020,-75
exo Sud-Ouest,Canada,-71,Montréal,Montréal,3/20/2020,-77
exo Sud-Ouest,Canada,-68,Montréal,Montréal,3/21/2020,-75
exo Sud-Ouest,Canada,-68,Montréal,Montréal,3/22/2020,-74
exo Sud-Ouest,Canada,-74,Montréal,Montréal,3/23/2020,-80
exo Sud-Ouest,Canada,-76,Montréal,Montréal,3/24/2020,-80
exo Sud-Ouest,Canada,-80,Montréal,Montréal,3/25/2020,-85
exo Sud-Ouest,Canada,-81,Montréal,Montréal,3/26/2020,-86
exo Sud-Ouest,Canada,-82,Montréal,Montréal,3/27/2020,-87
exo Sud-Ouest,Canada,-78,Montréal,Montréal,3/28/2020,-84
exo Sud-Ouest,Canada,-76,Montréal,Montréal,3/29/2020,-83
exo Sud-Ouest,Canada,-79,Montréal,Montréal,3/30/2020,-81
exo Sud-Ouest,Canada,-81,Montréal,Montréal,3/31/2020,-82
exo Sud-Ouest,Canada,-81,Montréal,Montréal,4/1/2020,-83
exo Sud-Ouest,Canada,-81,Montréal,Montréal,4/2/2020,-87
exo Sud-Ouest,Canada,-82,Montréal,Montréal,4/3/2020,-86
exo Sud-Ouest,Canada,-79,Montréal,Montréal,4/4/2020,-85
exo Sud-Ouest,Canada,-78,Montréal,Montréal,4/5/2020,-86
exo Sud-Ouest,Canada,-80,Montréal,Montréal,4/6/2020,-85
exo Sud-Ouest,Canada,-82,Montréal,Montréal,4/7/2020,-86
exo Sud-Ouest,Canada,-82,Montréal,Montréal,4/8/2020,-88
exo Sud-Ouest,Canada,-82,Montréal,Montréal,4/9/2020,-88
exo Sud-Ouest,Canada,-83,Montréal,Montréal,4/10/2020,-84
exo Sud-Ouest,Canada,-80,Montréal,Montréal,4/11/2020,-83
exo Sud-Ouest,Canada,-80,Montréal,Montréal,4/12/2020,-86
exo Sud-Ouest,Canada,-80,Montréal,Montréal,4/13/2020,-83
exo Sud-Ouest,Canada,-82,Montréal,Montréal,4/14/2020,-84
exo Sud-Ouest,Canada,-83,Montréal,Montréal,4/15/2020,-86
exo Sud-Ouest,Canada,-83,Montréal,Montréal,4/16/2020,-87
exo Sud-Ouest,Canada,-80,Montréal,Montréal,4/17/2020,-86
exo Sud-Ouest,Canada,-79,Montréal,Montréal,4/18/2020,-84
exo Sud-Ouest,Canada,-78,Montréal,Montréal,4/19/2020,-86
exo Sud-Ouest,Canada,-78,Montréal,Montréal,4/20/2020,-84
exo Sud-Ouest,Canada,-82,Montréal,Montréal,4/21/2020,-86
exo Sud-Ouest,Canada,-82,Montréal,Montréal,4/22/2020,-85
exo Sud-Ouest,Canada,-82,Montréal,Montréal,4/23/2020,-86
exo Sud-Ouest,Canada,-80,Montréal,Montréal,4/24/2020,-86
exo Sud-Ouest,Canada,-78,Montréal,Montréal,4/25/2020,-84
exo Sud-Ouest,Canada,-77,Montréal,Montréal,4/26/2020,-84
exo Sud-Ouest,Canada,-79,Montréal,Montréal,4/27/2020,-82
exo Sud-Ouest,Canada,-82,Montréal,Montréal,4/28/2020,-84
exo Sud-Ouest,Canada,-81,Montréal,Montréal,4/29/2020,-84
exo Sud-Ouest,Canada,-82,Montréal,Montréal,4/30/2020,-85
exo Sud-Ouest,Canada,-81,Montréal,Montréal,5/1/2020,-84
exo Sud-Ouest,Canada,-78,Montréal,Montréal,5/2/2020,-83
exo Sud-Ouest,Canada,-76,Montréal,Montréal,5/3/2020,-84
exo Sud-Ouest,Canada,-79,Montréal,Montréal,5/4/2020,-83
exo Sud-Ouest,Canada,-80,Montréal,Montréal,5/5/2020,-83
exo Sud-Ouest,Canada,-80,Montréal,Montréal,5/6/2020,-82
exo Sud-Ouest,Canada,-81,Montréal,Montréal,5/7/2020,-84
exo Sud-Ouest,Canada,-80,Montréal,Montréal,5/8/2020,-84
exo Sud-Ouest,Canada,-77,Montréal,Montréal,5/9/2020,-80
exo Sud-Ouest,Canada,-76,Montréal,Montréal,5/10/2020,-83
exo Sud-Ouest,Canada,-75,Montréal,Montréal,5/11/2020,-80
exo Sud-Ouest,Canada,-79,Montréal,Montréal,5/12/2020,-80
exo Sud-Ouest,Canada,-80,Montréal,Montréal,5/13/2020,-79
exo Sud-Ouest,Canada,-80,Montréal,Montréal,5/14/2020,-80
exo Sud-Ouest,Canada,-80,Montréal,Montréal,5/15/2020,-82
exo Sud-Ouest,Canada,-74,Montréal,Montréal,5/16/2020,-81
exo Sud-Ouest,Canada,-74,Montréal,Montréal,5/17/2020,-80
exo Sud-Ouest,Canada,-77,Montréal,Montréal,5/18/2020,-74
exo Sud-Ouest,Canada,-77,Montréal,Montréal,5/19/2020,-77
exo Sud-Ouest,Canada,-76,Montréal,Montréal,5/20/2020,-77
exo Sud-Ouest,Canada,-77,Montréal,Montréal,5/21/2020,-78
exo Sud-Ouest,Canada,-76,Montréal,Montréal,5/22/2020,-77
exo Sud-Ouest,Canada,-70,Montréal,Montréal,5/23/2020,-73
exo Sud-Ouest,Canada,-69,Montréal,Montréal,5/24/2020,-73
exo Sud-Ouest,Canada,-69,Montréal,Montréal,5/25/2020,-71
exo Sud-Ouest,Canada,-73,Montréal,Montréal,5/26/2020,-71
exo Sud-Ouest,Canada,-72,Montréal,Montréal,5/27/2020,-71
exo Sud-Ouest,Canada,-74,Montréal,Montréal,5/28/2020,-72
exo Sud-Ouest,Canada,-74,Montréal,Montréal,5/29/2020,-76
exo Sud-Ouest,Canada,-69,Montréal,Montréal,5/30/2020,-73
exo Sud-Ouest,Canada,-67,Montréal,Montréal,5/31/2020,-67
exo Sud-Ouest,Canada,-70,Montréal,Montréal,6/1/2020,-68
exo Sud-Ouest,Canada,-72,Montréal,Montréal,6/2/2020,-69
exo Sud-Ouest,Canada,-73,Montréal,Montréal,6/3/2020,-72
exo Sud-Ouest,Canada,-71,Montréal,Montréal,6/4/2020,-72
exo Sud-Ouest,Canada,-71,Montréal,Montréal,6/5/2020,-73
exo Sud-Ouest,Canada,-67,Montréal,Montréal,6/6/2020,-69
exo Sud-Ouest,Canada,-63,Montréal,Montréal,6/7/2020,-63
exo Sud-Ouest,Canada,-69,Montréal,Montréal,6/8/2020,-68
exo Sud-Ouest,Canada,-70,Montréal,Montréal,6/9/2020,-71
exo Sud-Ouest,Canada,-71,Montréal,Montréal,6/10/2020,-74
exo Sud-Ouest,Canada,-71,Montréal,Montréal,6/11/2020,-74
exo Sud-Ouest,Canada,-70,Montréal,Montréal,6/12/2020,-72
exo Sud-Ouest,Canada,-65,Montréal,Montréal,6/13/2020,-70
exo Sud-Ouest,Canada,-63,Montréal,Montréal,6/14/2020,-67
exo Sud-Ouest,Canada,-66,Montréal,Montréal,6/15/2020,-66
exo Sud-Ouest,Canada,-67,Montréal,Montréal,6/16/2020,-66
exo Sud-Ouest,Canada,-67,Montréal,Montréal,6/17/2020,-66
exo Sud-Ouest,Canada,-66,Montréal,Montréal,6/18/2020,-67
exo Sud-Ouest,Canada,-64,Montréal,Montréal,6/19/2020,-66
exo Sud-Ouest,Canada,-58,Montréal,Montréal,6/20/2020,-60
exo Sud-Ouest,Canada,-59,Montréal,Montréal,6/21/2020,-56
exo Sud-Ouest,Canada,-58,Montréal,Montréal,6/22/2020,-54
exo Sud-Ouest,Canada,-65,Montréal,Montréal,6/23/2020,-62
exo Sud-Ouest,Canada,-67,Montréal,Montréal,6/24/2020,-72
exo Sud-Ouest,Canada,-63,Montréal,Montréal,6/25/2020,-60
exo Sud-Ouest,Canada,-61,Montréal,Montréal,6/26/2020,-58
exo Sud-Ouest,Canada,-57,Montréal,Montréal,6/27/2020,-59
exo Sud-Ouest,Canada,-56,Montréal,Montréal,6/28/2020,-61
exo Sud-Ouest,Canada,-55,Montréal,Montréal,6/29/2020,-57
exo Sud-Ouest,Canada,-60,Montréal,Montréal,6/30/2020,-55
exo Sud-Ouest,Canada,-67,Montréal,Montréal,7/1/2020,-59
exo Sud-Ouest,Canada,-62,Montréal,Montréal,7/2/2020,-56
exo Sud-Ouest,Canada,-60,Montréal,Montréal,7/3/2020,-57
exo Sud-Ouest,Canada,-55,Montréal,Montréal,7/4/2020,-50
exo Sud-Ouest,Canada,-55,Montréal,Montréal,7/5/2020,-51
exo Sud-Ouest,Canada,-55,Montréal,Montréal,7/6/2020,-47
exo Sud-Ouest,Canada,-60,Montréal,Montréal,7/7/2020,-56
exo Sud-Ouest,Canada,-61,Montréal,Montréal,7/8/2020,-58
exo Sud-Ouest,Canada,-60,Montréal,Montréal,7/9/2020,-53
exo Sud-Ouest,Canada,-59,Montréal,Montréal,7/10/2020,-57
exo Sud-Ouest,Canada,-58,Montréal,Montréal,7/11/2020,-59
exo Sud-Ouest,Canada,-53,Montréal,Montréal,7/12/2020,-48
exo Sud-Ouest,Canada,-59,Montréal,Montréal,7/13/2020,-50
exo Sud-Ouest,Canada,-60,Montréal,Montréal,7/14/2020,-52
exo Sud-Ouest,Canada,-59,Montréal,Montréal,7/15/2020,-51
exo Sud-Ouest,Canada,-62,Montréal,Montréal,7/16/2020,-54
exo Sud-Ouest,Canada,-59,Montréal,Montréal,7/17/2020,-54
exo Sud-Ouest,Canada,-52,Montréal,Montréal,7/18/2020,-50
exo Sud-Ouest,Canada,-55,Montréal,Montréal,7/19/2020,-51
exo Sud-Ouest,Canada,-57,Montréal,Montréal,7/20/2020,-52
exo Sud-Ouest,Canada,-59,Montréal,Montréal,7/21/2020,-50
exo Sud-Ouest,Canada,-60,Montréal,Montréal,7/22/2020,-53
exo Sud-Ouest,Canada,-61,Montréal,Montréal,7/23/2020,-51
exo Sud-Ouest,Canada,-58,Montréal,Montréal,7/24/2020,-49
exo Sud-Ouest,Canada,-53,Montréal,Montréal,7/25/2020,-46
exo Sud-Ouest,Canada,-54,Montréal,Montréal,7/26/2020,-52
exo Sud-Ouest,Canada,-56,Montréal,Montréal,7/27/2020,-52
exo Sud-Ouest,Canada,-58,Montréal,Montréal,7/28/2020,-46
exo Sud-Ouest,Canada,-59,Montréal,Montréal,7/29/2020,-47
exo Sud-Ouest,Canada,-58,Montréal,Montréal,7/30/2020,-45
exo Sud-Ouest,Canada,-57,Montréal,Montréal,7/31/2020,-44
exo Sud-Ouest,Canada,-52,Montréal,Montréal,8/1/2020,-44
exo Sud-Ouest,Canada,-56,Montréal,Montréal,8/2/2020,-56
exo Sud-Ouest,Canada,-60,Montréal,Montréal,8/3/2020,-55
exo Sud-Ouest,Canada,-60,Montréal,Montréal,8/4/2020,-62
exo Sud-Ouest,Canada,-60,Montréal,Montréal,8/5/2020,-63
exo Sud-Ouest,Canada,-60,Montréal,Montréal,8/6/2020,-64
exo Terrebonne-Mascouche,Canada,1,Montréal,Montréal,2/17/2020,-1
exo Terrebonne-Mascouche,Canada,6,Montréal,Montréal,2/18/2020,2
exo Terrebonne-Mascouche,Canada,-21,Montréal,Montréal,2/19/2020,17
exo Terrebonne-Mascouche,Canada,3,Montréal,Montréal,2/20/2020,-2
exo Terrebonne-Mascouche,Canada,1,Montréal,Montréal,2/21/2020,-5
exo Terrebonne-Mascouche,Canada,-8,Montréal,Montréal,2/22/2020,9
exo Terrebonne-Mascouche,Canada,-5,Montréal,Montréal,2/23/2020,9
exo Terrebonne-Mascouche,Canada,3,Montréal,Montréal,2/24/2020,3
exo Terrebonne-Mascouche,Canada,4,Montréal,Montréal,2/25/2020,3
exo Terrebonne-Mascouche,Canada,12,Montréal,Montréal,2/26/2020,6
exo Terrebonne-Mascouche,Canada,1,Montréal,Montréal,2/27/2020,-4
exo Terrebonne-Mascouche,Canada,-5,Montréal,Montréal,2/28/2020,4
exo Terrebonne-Mascouche,Canada,-1,Montréal,Montréal,2/29/2020,7
exo Terrebonne-Mascouche,Canada,1,Montréal,Montréal,3/1/2020,18
exo Terrebonne-Mascouche,Canada,5,Montréal,Montréal,3/2/2020,-4
exo Terrebonne-Mascouche,Canada,-1,Montréal,Montréal,3/3/2020,-3
exo Terrebonne-Mascouche,Canada,-1,Montréal,Montréal,3/4/2020,-3
exo Terrebonne-Mascouche,Canada,-3,Montréal,Montréal,3/5/2020,-3
exo Terrebonne-Mascouche,Canada,-4,Montréal,Montréal,3/6/2020,-10
exo Terrebonne-Mascouche,Canada,-2,Montréal,Montréal,3/7/2020,5
exo Terrebonne-Mascouche,Canada,-3,Montréal,Montréal,3/8/2020,6
exo Terrebonne-Mascouche,Canada,-2,Montréal,Montréal,3/9/2020,1
exo Terrebonne-Mascouche,Canada,-5,Montréal,Montréal,3/10/2020,1
exo Terrebonne-Mascouche,Canada,-6,Montréal,Montréal,3/11/2020,1
exo Terrebonne-Mascouche,Canada,-10,Montréal,Montréal,3/12/2020,-4
exo Terrebonne-Mascouche,Canada,-24,Montréal,Montréal,3/13/2020,-33
exo Terrebonne-Mascouche,Canada,-31,Montréal,Montréal,3/14/2020,-30
exo Terrebonne-Mascouche,Canada,-31,Montréal,Montréal,3/15/2020,-30
exo Terrebonne-Mascouche,Canada,-50,Montréal,Montréal,3/16/2020,-55
exo Terrebonne-Mascouche,Canada,-60,Montréal,Montréal,3/17/2020,-63
exo Terrebonne-Mascouche,Canada,-66,Montréal,Montréal,3/18/2020,-68
exo Terrebonne-Mascouche,Canada,-69,Montréal,Montréal,3/19/2020,-70
exo Terrebonne-Mascouche,Canada,-71,Montréal,Montréal,3/20/2020,-75
exo Terrebonne-Mascouche,Canada,-68,Montréal,Montréal,3/21/2020,-66
exo Terrebonne-Mascouche,Canada,-68,Montréal,Montréal,3/22/2020,-63
exo Terrebonne-Mascouche,Canada,-74,Montréal,Montréal,3/23/2020,-75
exo Terrebonne-Mascouche,Canada,-76,Montréal,Montréal,3/24/2020,-76
exo Terrebonne-Mascouche,Canada,-80,Montréal,Montréal,3/25/2020,-81
exo Terrebonne-Mascouche,Canada,-81,Montréal,Montréal,3/26/2020,-82
exo Terrebonne-Mascouche,Canada,-82,Montréal,Montréal,3/27/2020,-83
exo Terrebonne-Mascouche,Canada,-78,Montréal,Montréal,3/28/2020,-78
exo Terrebonne-Mascouche,Canada,-76,Montréal,Montréal,3/29/2020,-75
exo Terrebonne-Mascouche,Canada,-79,Montréal,Montréal,3/30/2020,-78
exo Terrebonne-Mascouche,Canada,-81,Montréal,Montréal,3/31/2020,-84
exo Terrebonne-Mascouche,Canada,-81,Montréal,Montréal,4/1/2020,-82
exo Terrebonne-Mascouche,Canada,-81,Montréal,Montréal,4/2/2020,-86
exo Terrebonne-Mascouche,Canada,-82,Montréal,Montréal,4/3/2020,-85
exo Terrebonne-Mascouche,Canada,-79,Montréal,Montréal,4/4/2020,-81
exo Terrebonne-Mascouche,Canada,-78,Montréal,Montréal,4/5/2020,-80
exo Terrebonne-Mascouche,Canada,-80,Montréal,Montréal,4/6/2020,-83
exo Terrebonne-Mascouche,Canada,-82,Montréal,Montréal,4/7/2020,-87
exo Terrebonne-Mascouche,Canada,-82,Montréal,Montréal,4/8/2020,-86
exo Terrebonne-Mascouche,Canada,-82,Montréal,Montréal,4/9/2020,-89
exo Terrebonne-Mascouche,Canada,-83,Montréal,Montréal,4/10/2020,-83
exo Terrebonne-Mascouche,Canada,-80,Montréal,Montréal,4/11/2020,-81
exo Terrebonne-Mascouche,Canada,-80,Montréal,Montréal,4/12/2020,-81
exo Terrebonne-Mascouche,Canada,-80,Montréal,Montréal,4/13/2020,-79
exo Terrebonne-Mascouche,Canada,-82,Montréal,Montréal,4/14/2020,-85
exo Terrebonne-Mascouche,Canada,-83,Montréal,Montréal,4/15/2020,-87
exo Terrebonne-Mascouche,Canada,-83,Montréal,Montréal,4/16/2020,-88
exo Terrebonne-Mascouche,Canada,-80,Montréal,Montréal,4/17/2020,-85
exo Terrebonne-Mascouche,Canada,-79,Montréal,Montréal,4/18/2020,-81
exo Terrebonne-Mascouche,Canada,-78,Montréal,Montréal,4/19/2020,-81
exo Terrebonne-Mascouche,Canada,-78,Montréal,Montréal,4/20/2020,-82
exo Terrebonne-Mascouche,Canada,-82,Montréal,Montréal,4/21/2020,-86
exo Terrebonne-Mascouche,Canada,-82,Montréal,Montréal,4/22/2020,-86
exo Terrebonne-Mascouche,Canada,-82,Montréal,Montréal,4/23/2020,-87
exo Terrebonne-Mascouche,Canada,-80,Montréal,Montréal,4/24/2020,-86
exo Terrebonne-Mascouche,Canada,-78,Montréal,Montréal,4/25/2020,-79
exo Terrebonne-Mascouche,Canada,-77,Montréal,Montréal,4/26/2020,-78
exo Terrebonne-Mascouche,Canada,-79,Montréal,Montréal,4/27/2020,-82
exo Terrebonne-Mascouche,Canada,-82,Montréal,Montréal,4/28/2020,-85
exo Terrebonne-Mascouche,Canada,-81,Montréal,Montréal,4/29/2020,-86
exo Terrebonne-Mascouche,Canada,-82,Montréal,Montréal,4/30/2020,-87
exo Terrebonne-Mascouche,Canada,-81,Montréal,Montréal,5/1/2020,-85
exo Terrebonne-Mascouche,Canada,-78,Montréal,Montréal,5/2/2020,-79
exo Terrebonne-Mascouche,Canada,-76,Montréal,Montréal,5/3/2020,-77
exo Terrebonne-Mascouche,Canada,-79,Montréal,Montréal,5/4/2020,-81
exo Terrebonne-Mascouche,Canada,-80,Montréal,Montréal,5/5/2020,-83
exo Terrebonne-Mascouche,Canada,-80,Montréal,Montréal,5/6/2020,-84
exo Terrebonne-Mascouche,Canada,-81,Montréal,Montréal,5/7/2020,-83
exo Terrebonne-Mascouche,Canada,-80,Montréal,Montréal,5/8/2020,-85
exo Terrebonne-Mascouche,Canada,-77,Montréal,Montréal,5/9/2020,-79
exo Terrebonne-Mascouche,Canada,-76,Montréal,Montréal,5/10/2020,-77
exo Terrebonne-Mascouche,Canada,-75,Montréal,Montréal,5/11/2020,-76
exo Terrebonne-Mascouche,Canada,-79,Montréal,Montréal,5/12/2020,-80
exo Terrebonne-Mascouche,Canada,-80,Montréal,Montréal,5/13/2020,-81
exo Terrebonne-Mascouche,Canada,-80,Montréal,Montréal,5/14/2020,-82
exo Terrebonne-Mascouche,Canada,-80,Montréal,Montréal,5/15/2020,-85
exo Terrebonne-Mascouche,Canada,-74,Montréal,Montréal,5/16/2020,-74
exo Terrebonne-Mascouche,Canada,-74,Montréal,Montréal,5/17/2020,-71
exo Terrebonne-Mascouche,Canada,-77,Montréal,Montréal,5/18/2020,-71
exo Terrebonne-Mascouche,Canada,-77,Montréal,Montréal,5/19/2020,-77
exo Terrebonne-Mascouche,Canada,-76,Montréal,Montréal,5/20/2020,-77
exo Terrebonne-Mascouche,Canada,-77,Montréal,Montréal,5/21/2020,-77
exo Terrebonne-Mascouche,Canada,-76,Montréal,Montréal,5/22/2020,-79
